sentence,model_category_label
"RE: Dynegy/Enron Point of Contact. =09Are there any plans for either Enron or Dynegy (or both) to initiate inf= ormation dissemination to Capitol Hill, as is usually =09done in these situations? This is what I have experienced when on the H= ill and when representing companies either =09being acquired or doing the merger/acquisition. Our friends on the Hill= will wonder where we and they have been, =09particularly if, as is likely, we may need them later on. Better to get= in with them on the ground floor. I know there is a =09lot going on, but it would be beneficial to the merger approval process = to at least have informal contacts starting this week =09before they leave for Thanksgiving. =09Thanks for the conference calls to keep us up to date and for being cand= id in doing so. =09John -----Original Message----- From: =09Dernehl, Ginger On Behalf Of Shapiro, Richard Sent:=09Wednesday, November 14, 2001 11:31 AM To:=09Alamo, Joseph; Allegretti, Daniel; Allen, Joe; Alvarez, Ray; Ausenhus= , Kara; Barnes, Lynnette; Bellas, Kirsten; Binns, Darran; Bolton, Scott; Bo= ston, Roy; Buerger, Rubena; Burns, Stephen; Canovas, Guillermo; Cantrell, R= ebecca W.; Comnes, Alan; Connor, Joe; Cooney, Carolyn; Dasovich, Jeff; Deck= er, Larry; Dernehl, Ginger; Dressler, Jean; Floris, Vinio; Frank, Robert; F= romer, Howard; Fulton, Donna; Gottfredson, Bryan; Guerrero, Janel; Hamilton= , Allison; Hardy Jr, John; Hartfield, Rita; Hawkins, Bernadette; Hemstock, = Robert; Hetrick, Nancy; Hoatson, Tom; Hueter, Barbara A.; Hunter, Bevin; Hu= son, Margaret; Ibrahim, Amr; Kaufman, Paul; Kean, Steven J.; Keene, Patrick= ; Kingerski, Harry; Kishigami, Kikumi; Knight, Laurie; Landwehr, Susan M.; = Lassere, Donald; Lawner, Leslie; Lawrence, Linda L.; Leibman, Lara; Leonard= o, Sam; Levy, Alberto; Lindberg, Susan; Linnell, Elizabeth; Long, Chris; Ma= ra, Susan; Maurer, Luiz; McVicker, Maureen; Migden, Janine; Miller, Terri; = Montovano, Steve; Moore, Bill; Nersesian, Carin; Neustaedter, Robert; Nicol= ay, Christi L.; Nord, Sue; Noske, Linda J.; Novosel, Sarah; O'connell, Earl= ene; Ogenyi, Gloria; Palmer, Germain; Perez, Carmen; Perez, Gus; Perrino, D= ave; Petrochko, Mona L.; Pharms, Melinda; Reyna, Margo; Rishe, Frank; Rizzo= , Helen; Roan, Michael; Robertson, Linda; Robinson, Marchris; Rodriquez, An= dy; Ryall, Jean; Shapiro, Richard; Shelk, John; Shortridge, Pat; Staines, D= an; Steffes, James D.; Stephens, Sharonda; Stransky, Joan; Stroup, Kerry; S= tubbings, Randy; Sullivan, Kathleen; Sullivan, Lora; Thome, Jennifer; Tiber= i, Fino; Twiggs, Thane; Walton, Steve; Warner, Geriann; Yeung, Charles; Yoh= o, Lisa Subject:=09Dynegy/Enron Point of Contact Importance:=09High As the merger between Dynegy & Enron goes through, any calls received reque= sting documentation or information regarding the merger should be relayed t= o me. I will be the point of contact for all Dynegy/Enron information reque= sts.",0
"Re: Happy Hanukah and Merry Christmas.... First of all, Hanukkah was three weeks ago. Second, you spelled it incorrectly. Get a clue, you idiot.",2
"Privileged and Confidential communication to my attorneys. Felicia, Does this sound right to you? Just wanted to confirm. Thanks",0
"FW: Schoenemann Resume. Molly, This is the resume of my friend who is interested in a job with Enron. He is a very capable and hard working person. Vince -----Original Message----- From: ""pschoenemann"" <pschoenemann@houston.rr.com>@ENRON [mailto:IMCEANOTES-+22pschoenemann+22+20+3Cpschoenemann+40houston+2Err+2Ecom+3E+40ENRON@ENRON.com] Sent: Tuesday, June 26, 2001 2:38 AM To: vkamins@enron.com Subject: Schoenemann Resume Per your request. Thanks. Presly - Mar Comm Spec 2001.doc",2
"RE: Important - CPUC Motion - Confidential Attorney ClientPrivil ege and Work Product. Does anyone have an idea as to why marketers, including EPMI, are not included in the list of subject companies: Exh. B? Since EPMI is not a subject of the motion, why should it answer? Lying in the weeds may be a more prudent course of action. >>> ""Fergus, Gary S."" <GFergus@brobeck.com> 11/07/00 10:08PM >>> I just spoke with Mary to make sure we have the same information. Here are the facts we have so far. On November 4th, the CPUC filed a motion with FERC to adopt the form of protective order that the CPUC entered, to compel the production of documents and to shorten time to answer. According to Exhibit B (read to me by Nancy Pickover at Bracewell) the following CPUC moved against the following entities: AES, Williams, Duke, Dynegy, Reliant and Southern. Enron entities were NOT named in exhibit B. This is not to say that we could not be easily added to the group. While the motion reads as if the CPUC was moving against everybody, in fact, in footnote 2 they state they are only moving against the entities named in Exhibit B. We will have Exhibit B in hand first thing tomorrow via FEDEX to confirm this. To repeat, Enron is not named yet. Thanks Gary -----Original Message----- From: Mary.Hain@enron.com [mailto:Mary.Hain@enron.com] Sent: Tuesday, November 07, 2000 6:23 PM To: dwatkiss@bracepatt.com; Susan.J.Mara@enron.com; Richard.B.Sanders@enron.com; James.D.Steffes@enron.com; Christian.Yoder@enron.com; Jeff.Dasovich@enron.com; mday@gmssr.com; gfergus@brobeck.com; rcarroll@bracepatt.com; Alan.Comnes@enron.com; Joe.Hartsoe@enron.com; Sarah.Novosel@enron.com Cc: Tim.Belden@enron.com; Lysa.Akin@enron.com Subject: Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product As you may already know, the CPUC filed a motion at FERC asking for a protective order and to compel production of the information they subpoened from us in the CPUC's OII case. Given the timing, we should discuss this on our conference call scheduled for tomorrow. They request that we be required: to answer their motion on Thursday, to provide the information within 5 working days of a FERC ordering production, and to provide of P&L information and spread sheets detailing our deals, specifically delivery point, delivery date, counterparty, volume and price. We may not have a problem providing this information for use by FERC in its proceeding subject to a confidentiality agreement but I think we would oppose their requests for: the information to be provided for ""government eyes only"" - this would prohibit EPMI from defending itself vis-a-vis other market participants. a FERC confidentiality order that would could allow FERC to ""share"" this information with the CPUC (for purposes of the PUC's OII proceeding) pursuant to 16 U.S.C. 824h(c). 16 USC 824g(c) requires the Commission to make information available to state commissions as may be of assistance in state regulation of public utilities. We should argue that 16 USC 824h(c) does not apply here given that we are not a public utility nor does the PUC regulate how much market power wholesale marketers exercise or the level of market power mitigation (these are the bases the PUC provides for explaining why it should have this information.) the above contractual information to allow them to analyze the competitiveness of the forward market to evaluate the wisdom of the Commission's decision to allow the UDC's ""unfettered access"" to the forwards market. This argument is unpersuasive given that the CPUC can get information about the competitiveness of the forward markets from the Wall Street Journal's listing of NYMEX prices. ======================================================= This email message is for the sole use of the intended recipient(s) and may contain confidential and privileged information. Any unauthorized review, use, disclosure or distribution is prohibited. If you are not the intended recipient, please contact the sender by reply email and destroy all copies of the original message. To reply to our email administrator directly, send an email to postmaster@brobeck.com BROBECK PHLEGER & HARRISON LLP http://www.brobeck.com",0
Re: Cayote II PROJECT. Please respond and copy me,0
Confidential Agreement. This follows up on your voice mail message regarding the status of the Confidentiality Agreement in light of renewed discussions between the two companies. Attached is the latest draft of the Confidentiality Agreement which was transmitted to you on May 13. Please call me with any comments or questions. <<Confidential AGrement with Enron which was sent to Ben Rogers on 51200 - this version is a clean version accepting all blacklined changes from 59437v3.DOC>> - Confidential AGrement with Enron which was sent to Ben Rogers on 51200 - this version is a clean version accepting all blacklined changes from 59437v3.DOC,5
California's dim bulbs. You may have seen this when it first came out a while back ... but it's worth a rerun,2
"Re: California Update p.2; 5/29/01. Thanks. Talked to Rob. He's going to find out timing and cost to do a bigger American Ass. of Economist number on Wolak & Co., while I work the manifesto gang. Best, Jeff",0
"Talking Points For Rep. Barton On Tauzin RTO Letter. Linda requested some background and talking points on the pending RTO letter from Chairman Tauzin to FERC that is sitting on Chairman Barton's desk TODAY for his decision whether to co-sign the letter. While we have not seen the text, we are told that it is ""anti-RTO"" and may go so far as to state or imply that FERC does not have authority to do what is doing with RTOs. (We know this is the view of one of Chairman Tauzin's counsels, who formerly worked for Southern Co.). Chairman Tauzin has been contacted by Entergy and the Louisiana Public Service Commission to send the letter. I spoke to Chairman Barton's staff, Andy Black, this afternoon and relayed our concerns. The Barton Subcommittee is now expected to mark up an electricity bill in December (per a Republican Member meeting held this morning). ACTION ITEM: Call Rep. Joe Barton (202/225-2002) TALKING POINTS: 1. Should start with something about the Dynegy/Enron transaction (it will be strange if Mr. Lay or Steve calls Chairman Barton and does not start the conversation with some reference to the transaction). 2. Mentioning the transaction naturally leads into the importance of competitive wholesale markets for power, both for consumers and for the largely Texas-based marketing, trading and merchant power industries. 3. We understand that Chairman Barton has been approached by Chairman Tauzin about a letter to FERC on the RTO issue. We know Chairman Barton is well aware of Enron's strong support for FERC's RTO initiatives. We respect Chairman Barton's interest in seeing to it that Congress does not abdicate its responsibility to make energy policy. 4. If, as we have been lead to believe, the letter states or implies that FERC does not have authority to act in the RTO arena, this will be seen as a potentially destabilizing development since FERC is so far down the road of creating RTOs. 5. While we understand some in Congress and elsewhere were concerned that FERC was moving too fast, as of the last FERC meeting earlier this month, that is no longer true even if it ever was true. While we think RTOs should be created sooner rather than later, FERC is listening to state regulators and others who had concerns. 6. A letter from congressional leaders questioning FERC's authority goes too far in the direction of those who oppose any RTOs. Furthermore, it is wrong as a matter of law. The D.C. Circuit held in the gas cases and in the power cases on Order 888 that FERC has authority to address systemic discrimination, which is in large part what the RTOs are all about -- a remedy for iscrimination.",0
"Re: FW: Draft of Organizational Announcement. I'm not sure yet. I think we are going to be sending two memos -- one that I am working on and on that Andy is working on. It looks to me like the message below fits better into Andy's memo. I don't think they will be combined into one, but I'll know more tomorrow. From: Sherri Sera/ENRON@enronXgate on 06/11/2001 04:51 PM To: Steven J Kean/NA/Enron@Enron cc: Subject: FW: Draft of Organizational Announcement Steve, Kevin Garland sent this to me hoping to get Jeff's approval to send it out from the office of the chairman. Would it make sense to incorporate it into the memo you're working on? Please advise. Thanks, SRS -----Original Message----- From: Garland, Kevin Sent: Monday, June 11, 2001 3:28 PM To: Sera, Sherri Subject: FW: Draft of Organizational Announcement Announcing the Formation of One Corporate Equity Investing Unit To better develop and manage equity investment opportunities related to our core businesses, Enron has formed one corporate equity investment unit. This new unit, Enron Principal Investments, will combine the existing investment units of ENA, EBS and Enron Investment Partners. Additionally, the Enron Special Asset Group will also become part of Enron Principal Investments. The strategy of Enron Principal Investments will be to work with all the business units of Enron to identify, execute, and manage equity investments, which leverage Enron's unique and proprietary knowledge. These investments may be in the form of venture capital, LBO's, traditional private equity and distressed debt positions. Kevin Garland will serve as Managing Director, overseeing all activities of Enron Principal Investments. Gene Humphrey, Michael Miller, Dick Lydecker, and their groups, will join Kevin and his group to form Enron Principal Investments. This new business unit will report to an investment committee, consisting of Greg Whalley, Ken Rice and Dave Delainey. Please join me in congratulating and supporting Kevin, Gene, Michael, Dick and the other members of this group in this effort. Jeff Skilling",5
"AG letter - privileged and confidential: request for legal advice.. The letter looks good. A couple of comments for your consideration: On page three we describe the change to the definition of Public Utility an= d then argue that we don't fit into it. Would it be worth explaining why t= hat makes sense? Specifically, the New Jersey restructuring law, like most= efforts of its kind in other markets, is designed to separate the competit= ive from monopoly elements of the power (and gas) businesses. Economic reg= ulation would then be restricted to the remaining monopoly elements of the = business (eg distribution). The competitive market can not be solely relie= d upon to ""regulate"" the behavior of monopoly asset owners, such as distrib= ution utilities. Therefore, regulators continue to be called upon to set p= ricing and other terms of service. What those regulators decide matters a = great deal to those monopoly utilities and it consequently makes sense for = lawmakers to be concerned about attempts by such entities to use campaign c= ontributions to tacitly influence decision makers. The same public policie= s simply do not apply to that portion of the market which is competitive. = The generation and sales business has a competitive structure (i.e. relativ= ely low barriers to entry, multiple competitors etc.). These components of= the power and gas business can be ""regulated"" by the market with respect t= o rates and terms of service. They do not require economic regulation any = more than grocery stores, department stores, appliance sellers or other ""re= tailers"" (who presumably are not prohibited from making contributions. Com= petition and markets discipline behavior and establish competitive prices a= nd terms of service. Because regulators don't set the prices and terms of = service for such sellers, there is no reason to be concerned about campaign= contribuitions from such organizations. Indeed, the legislation, and the = legislative history, clearly conform to this underlying policy rationale. As a former practicing lawyer, I certainly understand the value of pleading= in the alternative. But, I question how certain of our arguments woud be = perceived by the public if they ever came to light (which these documents h= ave a habit of doing).. . I can just see the press seizing on Enron's clai= m of ""ignorance or mistake"" or the fact that we pled for the favorable exer= cise of ""prosecutorial discretion"". I suggest that we add whatever we feel= is necessary to the very solid looking intent argument, not make specific = reference to ""ignorance or mistake"", and not plead for the favorable esxerc= ise of PD. If we feel we need to write about this last item, perhaps we co= uld suggest that it would be a waste of the public's resources to pursue a = claim under such circumstances.",0
"Re:. These are good fixes. I still think it's important for our security people to be able to recognize all of our senior executives and make sure their guests get where they are going quickly. To: Steven J Kean/HOU/EES@EES cc: Susan Skarness/HOU/ECT@ECT Subject: Follow-up Steve - Following up on our conversation Friday, we have advised Cliff Baxter's Assistant that effective immediately Cliff and his quests can pass through Security on the Plaza, without showing his access card or requiring his quests to sign in or identify themselves. All he needs to do is approach the front Reception Desks and asking for entry. The receptionists will recognise Cliff by sight and ensure that he and his quests pass through - without delay - by lifting the adjacent rope. We are asking Cliff to use his badge at the card readers, as per standard procedure, when he is entering the building by himself. We are also refining procedures and upgrading our IT systems/data base @ the Reception Desk, to make it easier on a visitor of any employee. For example if you call down to the Plaza Reception Desk and advise that a visitor is expected, the receptionist will have a pass prepared so as to eliminate the sign in process. The guest simply has to exchange their business card for the visitor pass. Or if an employee shows their access card at the Reception Desk and asks that their guest gain entry, that guest can get a badge without signing in. Again, we ask that the guest exchange their business card for a visitor pass. We are working on installing a new data base @ the Desk that will pull up a digitised photo of the employee (duplicate of what's on their badge) on the screen. This will allow employees to get a temporary access badge without showing other ID and will speed process. Finally, we are testing a small proximity access card which is designed to be a duplicate back-up for executives. It is sized to fit on a key chain and works with our standard card readers. - Bill",2
"ATTORNEY/CLIENT COMMUNICATION//////CONFIDENTIAL and Privileged. Article II of the NONCOMPETITION AGREEMENT entered in connection with the sale of HPL to AEP (which closed as of June 1,2001) provides: ""ENA [for 3 months post-close] will not solicit, negotiate or enter into any contract, agreement or arrangement for the purchase of natural gas on the HPL Pipeline from any Person which is a supplier or producer of natural gas connected to the HPL Facilities; provided, however, nothing herein shall be construed or interpreted as prohibiting ENA from entering into any such contract, agreement or arrangement which is less than one month in duration and involves or is related to an Enron Online transaction."" This is not the most clearly drafted provision as it was the subject of much negotiation....and was significantly narrowed from the original scope proposed by AEP. Thus, please consult with me prior to entering into any solicitation, agreement or arrangement which might arguably be covered by our limited covenant not to compete on the supply side for 3 months. There are many aspects of the post-close transition which will require cooperation between Enron and AEP/HPL and thus, it behoves us to carefully weigh the risks and rewards of ""stepping too close to or over the line"". Further,although a technical reading of the non-competition agreement only applies to ENA, no ENA UPSTREAM deals which would violate this covenant if there were to be done as ENA should be done without clearance from Brian Redmond and me. Please communicate this restriction to those who report to you and have need to be aware of this limited restriction. Sincerely BNG Dan J Hyvl 06/07/2001 04:59 PM To: Barbara N Gray/HOU/ECT@ECT cc: Jeffrey T Hodge/HOU/ECT@ECT Subject: ONEOK Energy Marketing and Trading Company Barbara, This appears to be supply deal for deliveries at Katy that would be subject to the 90 day non-compete. Sandi is in the process of getting me a copy of the non-compete so that I can determine if this deal is covered. Do you have any thoughts",0
Response to voice mail,0
"FW: Guide for Hormone Hostages (Thought you might enjoy this). -----Original Message----- From: Crenshaw, Shirley Sent: Friday, June 29, 2001 5:52 PM To: Barbara Taylor (E-mail); Irene Yoars (E-mail); Summers, Kelly; Crenshaw, Kayla; Cunningham, Lance; Jenifer & John McIntyre (E-mail); Kaminski, Vince J; Virginia & Harold Melville (E-mail); Dupont, Anita Subject: Guide for Hormone Hostages (Thought you might enjoy this) The Hormone Hostage knows that there are days in the month when all a man has to do is open his mouth and he takes his life in his hands! This is a handy guide that should be as common as a driver's license in the wallet of every husband, boyfriend, or significant other. ------------ DANGEROUS: What's for dinner? SAFER: Can I help you with dinner? SAFEST: Where would you like to go for dinner? ------------- DANGEROUS: Are you wearing THAT? SAFER: Gee, you look good in brown. SAFEST: Wow! Look at you! ------------- DANGEROUS: What are you so worked up about? SAFER: Could we be overreacting? SAFEST: Here's fifty dollars. -------------- DANGEROUS: Should you be eating that? SAFER: You know, there are a lot of apples left. SAFEST: Can I get you a glass of wine with that? ---------------- And my personal favorite. . . . . . . DANGEROUS: What did you DO all day? SAFER: I hope you didn't overdo today. SAFEST: I've always loved you in that robe.",1
"Ed Segner's Staff meeting, in 50M Dining Room. Ralph Reed--get back to him (second week of Oct)",3
Commodity Futures Act - Talking Points,0
More great press!. Did you see Peggy Noonan's article? Shapiro and I are getting misty eyed,0
"FW: Confidential - GSS Organization Value to ETS. Given where we are I tend to agree with theswe statements. -----Original Message----- From: Hayslett, Rod Sent: Wednesday, November 21, 2001 10:50 AM To: Horton, Stanley Subject: FW: Confidential - GSS Organization Value to ETS I agree with Morris. Little value to the pipes -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net) -----Original Message----- From: Saunders, James <James.Saunders@ENRON.com> To: Hayslett, Rod <Rod.Hayslett@ENRON.com> CC: Brassfield, Morris <Morris.Brassfield@ENRON.com> Sent: Wed Nov 21 10:31:29 2001 Subject: FW: Confidential - GSS Organization Value to ETS Rod, Stan is/was reviewing selected ""corp."" services, and one of those selected was GSS. I requested that Morris provide some persepective on GSS. Please review and forward to Stan, if appropriate. -----Original Message----- From: Brassfield, Morris Sent: Wednesday, November 21, 2001 10:05 AM To: Saunders, James Subject: Confidential - GSS Organization Value to ETS Here are my thoughts on the value the GSS (Global Strategic Sourcing) brings to ETS: I believe totally in the concept of strategically sourcing our materials and services for ETS, which is the concept that GSS was founded under, while still within the ETS organization. Basically the value that GSS has brought to the bottom line during the last year has been minimal to ETS. The reasons for that statement, in my opinion, are: * The materials and services that ETS purchase are basic and routine. * Most of those materials and service providers were identified and sourced during 1999 and 2000. * ETS is reaching the point where we need fewer providers, not more. * New items identified are normally rolled into one of our already sourced NPA's. * Almost all large dollar items are bid out (three bids and a buy). * GSS's involvement and commitment to the deal ends with the contract signing. * ETS P&SM organization and our Contracts services group deals with the actual execution and the ringing of the cash register. If the GSS organization went away tomorrow, we would need the following expertise brought over from their group: (currently this group is close to 75 people.)(and very highly paid individuals) * Two (2) negotiators - Contract Managers * Two (2) analysts * Two (2) contract administrators The administration of the following services would need to be shifted to the ISC: * iBuyit System * Catalog system (part of iBuyit) * iPayit system We would need to re-assess the value of the contract with SourceNet and whether we continue down that path or implement our own A/P department. This would take very few staff adds to make that happen. Let me know if you need any further detail. Morris (713) 503-1409",0
"Comprehensive Solution. Fax the attached word document to Jeff ASAP, thanks",5
